     ID            x            y            V           eV           BV          eBV           VI          eVI           UB          eUB  
  19006    3258.5430    3415.1680      20.8034       0.0350       1.5703       0.1181          nan          nan          nan          nan  
  19007     683.5270    1362.8190      20.8083       0.0457       1.6021       0.1778          nan          nan          nan          nan  
  19008    3583.7080    3518.5740      20.8734       0.0316       1.3251       0.0928          nan          nan          nan          nan  
  19009    2050.8810    2900.3380      20.8081       0.0309       1.5752       0.1110          nan          nan          nan          nan  
  19010     782.3600    2633.0710      20.8557       0.0324       1.3788       0.1444          nan          nan          nan          nan  
  19011    2105.3400    1967.1560      20.7378       0.0386       2.0730       0.1728          nan          nan          nan          nan  
  19012      89.5090    3437.4540      20.8108       0.0436       1.5508       0.1496          nan          nan          nan          nan  
  19013    1284.1620      75.5140      20.7991       0.0392       1.5459       0.1164          nan          nan          nan          nan  
  19014     100.7560    2697.9850      20.7927       0.0388       1.6679       0.1474          nan          nan          nan          nan  
  19015    2262.3140    3340.3090      20.7778       0.0280       1.7826       0.1147          nan          nan          nan          nan  
  19016     582.1570    1085.1880      20.7444       0.0409       1.9327       0.1634          nan          nan          nan          nan  
  19017    1505.7090    2272.6670      20.8325       0.0340       1.4825       0.1257          nan          nan          nan          nan  
  19018     352.3920    3161.0110      20.8429       0.0371       1.4191       0.1114          nan          nan          nan          nan  
  19019    1259.7970    2168.2110      20.7760       0.0365       1.6789       0.1153       2.2150       0.3441          nan          nan  
  19020      82.5590    3533.8900      20.7408       0.0385       1.8119       0.1299          nan          nan          nan          nan  
  19021     934.3440     558.7390      20.8329       0.0428       1.4483       0.1257          nan          nan          nan          nan  
  19022    1617.2220    3616.3620      20.8794       0.0383       1.2958       0.1297          nan          nan          nan          nan  
  19023    3498.2380    2424.7570      20.7632       0.0306       1.7912       0.1133          nan          nan          nan          nan  
  19024    3340.9770    3254.8130      20.7944       0.0273       2.0205       0.1870       1.7308       0.2940          nan          nan  
  19025    1795.1750    3327.2020      20.8392       0.0335       1.4581       0.1214          nan          nan          nan          nan  
  19026    1341.1420    2233.2720      20.7725       0.0383       1.5984       0.1053          nan          nan          nan          nan  
  19027    2142.2770     305.5780          nan       0.0406          nan          nan       2.0719       0.4715          nan          nan  
  19028    2631.4420    2439.9370      20.8349       0.0368       1.4630       0.1218          nan          nan          nan          nan  
  19029    2593.7250    2109.5350      20.8111       0.0433       1.5459       0.1419          nan          nan          nan          nan  
  19030    2168.1940    2608.4580      20.8166       0.0461       1.5252       0.1502          nan          nan          nan          nan  
  19031     891.7170    1998.8990      20.8506       0.0469       1.4227       0.1975          nan          nan          nan          nan  
  19032    3034.9580    3104.4860      20.7988       0.0392       1.6082       0.1344          nan          nan          nan          nan  
  19033    1293.1080     490.1710      20.9379       0.0489       1.1726       0.1348          nan          nan          nan          nan  
  19034     226.5800     834.9340      20.8070       0.0359       1.6057       0.1329          nan          nan          nan          nan  
  19035    3910.2080    2258.5880      20.7545       0.0340       1.8888       0.1342          nan          nan          nan          nan  
  19036    3394.9300    1813.8940      20.8067       0.0385       1.5520       0.1214          nan          nan          nan          nan  
  19037    2957.5960    3081.1630      20.7878       0.0360       1.6228       0.1157          nan          nan          nan          nan  
  19038     564.1320     879.2920      20.9005       0.0373       1.2653       0.1060          nan          nan          nan          nan  
  19039    1377.9770    2886.3400      20.7744       0.0461       1.5850       0.1229          nan          nan          nan          nan  
